imone,savivaldybe,adresas,tipas,kaina,data
Naftrus,Raseinių r. sav.,"Pievų g. 17, Slabados k.",95 benzinas,1.78,2026-04-08
Naftrus,Pakruojo r. sav.,"Topolių g. 1, Degučių k.",95 benzinas,1.75,2026-04-08
Naftrus,Raseinių r. sav.,"Vilniaus g. 3B, Raseiniai",95 benzinas,1.769,2026-04-08
Narjanta,Kupiškio r. sav.,"Kikonių g. 10, Aleksandrijos k.",95 benzinas,1.789,2026-04-08
Narjanta,Anykščių r. sav.,"Pumpučių g. 25, Pumpučiai",95 benzinas,1.789,2026-04-08
Narjanta,Anykščių r. sav.,Sausalaukės k. 2,95 benzinas,1.779,2026-04-08
Narjanta,Anykščių r. sav.,"Vilniaus g. 32, Troškūnai",95 benzinas,1.779,2026-04-08
Narjanta,Biržų r. sav.,"S. Nėries g. 35, Vabalninkas",95 benzinas,1.779,2026-04-08
Narjanta,Kupiškio r. sav.,Dvariškių vs. 2,95 benzinas,1.779,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Servečės g. 2, Vilnius",95 benzinas,1.819,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Ukmergės g. 296, Vilnius",95 benzinas,1.819,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Talino g. 2C, Vilnius",95 benzinas,1.839,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Erfurto g. 41, Vilnius",95 benzinas,1.819,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Geležinio Vilko g. 63, Vilnius",95 benzinas,1.819,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"S. Stanevičiaus g. 3, Vilnius",95 benzinas,1.819,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Žirmūnų g. 68B, Vilnius",95 benzinas,1.824,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Rygos g. 2, Vilnius",95 benzinas,1.819,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Savanorių pr. 220A, Vilnius",95 benzinas,1.819,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Parodų g. 1A, Vilnius",95 benzinas,1.839,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Kauno g. 26, Vilnius",95 benzinas,1.844,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Savanorių pr. 187, Vilnius",95 benzinas,1.819,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Kedrų g. 2, Vilnius",95 benzinas,1.864,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Molėtų pl. 8, Vilnius",95 benzinas,1.799,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"P. Lukšio g. 22, Vilnius",95 benzinas,1.814,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Žirmūnų g. 54C, Vilnius",95 benzinas,1.824,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Subačiaus g. 64, Vilnius",95 benzinas,1.829,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Dariaus ir Girėno g. 17, Vilnius",95 benzinas,1.839,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Architektų g. 130, Vilnius",95 benzinas,1.854,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Justiniškių g. 14B, Vilnius",95 benzinas,1.819,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Geležinio Vilko g. 37A, Vilnius",95 benzinas,1.849,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Pilaitės pr. 27, Vilnius",95 benzinas,1.799,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Žirnių g. 17, Vilnius",95 benzinas,1.849,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"J. Tiškevičiaus g. 19, Vilnius",95 benzinas,1.849,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Eišiškių pl. 82, Vilnius",95 benzinas,1.829,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Gariūnų g. 55, Vilnius",95 benzinas,1.829,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Panerių g. 42, Vilnius",95 benzinas,1.834,2026-04-08
Neste Lietuva,Vilniaus m. sav.,"Geležinio Vilko g. 41, Vilnius",95 benzinas,1.849,2026-04-08
Neste Lietuva,Kauno m. sav.,"Pramonės pr. 6A, Kaunas",95 benzinas,1.829,2026-04-08
Neste Lietuva,Kauno m. sav.,"Jonavos g. 110, Kaunas",95 benzinas,1.829,2026-04-08
Neste Lietuva,Kauno m. sav.,"Veiverių g. 132D, Kaunas",95 benzinas,1.859,2026-04-08
Neste Lietuva,Kauno m. sav.,"Žemaičių pl. 26, Kaunas",95 benzinas,1.849,2026-04-08
Neste Lietuva,Kauno m. sav.,"R. Kalantos g. 27, Kaunas",95 benzinas,1.819,2026-04-08
Neste Lietuva,Kauno m. sav.,"Ateities pl. 50B, Kaunas",95 benzinas,1.799,2026-04-08
Neste Lietuva,Kauno m. sav.,"Taikos pr. 80A, Kaunas",95 benzinas,1.839,2026-04-08
Neste Lietuva,Kauno m. sav.,"Birželio 23-iosios g. 23A, Kaunas",95 benzinas,1.864,2026-04-08
Neste Lietuva,Kauno m. sav.,"Islandijos pl. 191E, Kaunas",95 benzinas,1.829,2026-04-08
Neste Lietuva,Kauno m. sav.,"Raudondvario pl. 103, Kaunas",95 benzinas,1.819,2026-04-08
Neste Lietuva,Kauno m. sav.,"Kuršių g. 1, Kaunas",95 benzinas,1.829,2026-04-08
Neste Lietuva,Kauno r. sav.,"Vijoklių g. 1C, Ramučių k.",95 benzinas,1.829,2026-04-08
Neste Lietuva,Kauno m. sav.,"Tunelio g. 26, Kaunas",95 benzinas,1.849,2026-04-08
Neste Lietuva,Kauno r. sav.,"Vakarų g. 14, Kumpių k.",95 benzinas,1.829,2026-04-08
Neste Lietuva,Kauno m. sav.,"Savanorių pr. 441C, Kaunas",95 benzinas,1.814,2026-04-08
Neste Lietuva,Kauno m. sav.,"Vakarinis aplinkkelis 18, Kaunas",95 benzinas,1.854,2026-04-08
Neste Lietuva,Kauno m. sav.,"Europos pr. 43, Kaunas",95 benzinas,1.854,2026-04-08
Neste Lietuva,Klaipėdos m. sav.,"Plieno g. 1, Klaipėda",95 benzinas,1.819,2026-04-08
Neste Lietuva,Klaipėdos m. sav.,"Šilutės pl. 30, Klaipėda",95 benzinas,1.799,2026-04-08
Neste Lietuva,Klaipėdos m. sav.,"Taikos pr. 60, Klaipėda",95 benzinas,1.829,2026-04-08
Neste Lietuva,Klaipėdos m. sav.,"Minijos g. 119, Klaipėda",95 benzinas,1.839,2026-04-08
Neste Lietuva,Klaipėdos m. sav.,"Artojo g. 2, Klaipėda",95 benzinas,1.799,2026-04-08
Neste Lietuva,Klaipėdos m. sav.,"Smiltelės g. 17, Klaipėda",95 benzinas,1.819,2026-04-08
Neste Lietuva,Klaipėdos m. sav.,"Šilutės pl. 5C, Klaipėda",95 benzinas,1.829,2026-04-08
Neste Lietuva,Klaipėdos r. sav.,"Vilniaus pl. 9, Jakų k.",95 benzinas,1.844,2026-04-08
Neste Lietuva,Klaipėdos r. sav.,"Sendvario g. 2, Sudmantų k.",95 benzinas,1.829,2026-04-08
Neste Lietuva,Šiaulių m. sav.,"Gegužių g. 28, Šiauliai",95 benzinas,1.819,2026-04-08
Neste Lietuva,Šiaulių m. sav.,"Tilžės g. 72, Šiauliai",95 benzinas,1.834,2026-04-08
Neste Lietuva,Šiaulių m. sav.,"Dubijos g. 18A, Šiauliai",95 benzinas,1.834,2026-04-08
Neste Lietuva,Panevėžio m. sav.,"Klaipėdos g. 81, Panevėžys",95 benzinas,1.829,2026-04-08
Neste Lietuva,Panevėžio m. sav.,"Ramygalos g. 145B, Panevėžys",95 benzinas,1.799,2026-04-08
Neste Lietuva,Panevėžio m. sav.,"Klaipėdos g. 66,  Panevėžys",95 benzinas,1.824,2026-04-08
Neste Lietuva,Pasvalio r. sav.,"Ąžuolpamūšio g. 1A, Raubonių k..",95 benzinas,1.819,2026-04-08
Neste Lietuva,Panevėžio m. sav.,"Margirio g. 1B, Panevėžys",95 benzinas,1.814,2026-04-08
Neste Lietuva,Panevėžio m. sav.,"Klaipėdos g. 144B, Panevėžys",95 benzinas,1.819,2026-04-08
Neste Lietuva,Panevėžio r. sav.,"Panevėžio aplinkl. 7, Šilagalio k.",95 benzinas,1.839,2026-04-08
Neste Lietuva,Panevėžio r. sav.,"Panevėžio aplinkl. 22, Šilagalio k.",95 benzinas,1.829,2026-04-08
Neste Lietuva,Alytaus m. sav.,"Santaikos g. 34A, Alytus",95 benzinas,1.829,2026-04-08
Neste Lietuva,Alytaus m. sav.,"Ūdrijos g. 31, Alytus",95 benzinas,1.829,2026-04-08
Neste Lietuva,Marijampolės sav.,"Stoties g. 4C, Marijampolė",95 benzinas,1.839,2026-04-08
Neste Lietuva,Marijampolės sav.,"Vilkaviškio g. 61D, Marijampolė",95 benzinas,1.834,2026-04-08
Neste Lietuva,Kalvarijos sav.,"Europos g. 1, Salaperaugio k.",95 benzinas,1.859,2026-04-08
Neste Lietuva,Mažeikių r. sav.,"M. Daukšos g. 29, Mažeikiai",95 benzinas,1.829,2026-04-08
Neste Lietuva,Šilalės r. sav.,"Katyčių k., Šilalės r.",95 benzinas,1.829,2026-04-08
Neste Lietuva,Kėdainių r. sav.,"J. Basanavičiaus g. 91E, Kėdainiai",95 benzinas,1.829,2026-04-08
Neste Lietuva,Ukmergės r. sav.,"Kauno g. 45B, Ukmergė",95 benzinas,1.829,2026-04-08
Neste Lietuva,Utenos r. sav.,"J. Basanavičiaus g. 129, Utena",95 benzinas,1.829,2026-04-08
Neste Lietuva,Utenos r. sav.,"Kupiškio g. 12, Utena",95 benzinas,1.824,2026-04-08
Neste Lietuva,Molėtų r. sav.,"Aplinkkelio g. 165, Molėtai",95 benzinas,1.819,2026-04-08
Neste Lietuva,Švenčionių r. sav.,"Vilniaus g. 94, Pabradė",95 benzinas,1.829,2026-04-08
Neste Lietuva,Jonavos r. sav.,"Plento g. 7, Gudžionių k.",95 benzinas,1.844,2026-04-08
Neste Lietuva,Radviliškio r. sav.,"Versmės g. 2, Radviliškis",95 benzinas,1.829,2026-04-08
Neste Lietuva,Raseinių r. sav.,"Pušyno g. 11, Ylių k.",95 benzinas,1.849,2026-04-08
Neste Lietuva,Tauragės r. sav.,"Dariaus ir Girėno g. 130A, Tauragė",95 benzinas,1.819,2026-04-08
Neste Lietuva,Elektrėnų sav.,"Sabališkių g. 1U, Elektrėnai",95 benzinas,1.839,2026-04-08
Neste Lietuva,Telšių r. sav.,"Šiaulių pl. 1A, Gaudikaičių k.",95 benzinas,1.844,2026-04-08
Orlen,Alytaus m. sav.,"Kauno g. 73, Alytus",95 benzinas,1.699,2026-04-08
Orlen,Elektrėnų sav.,"​Žilvičių g. 1 A, Kakliniškių k.",95 benzinas,1.789,2026-04-08
Orlen,Prienų r. sav.,"Alytaus g. 2, ​Verbyliškių k.",95 benzinas,1.759,2026-04-08
Orlen,Kaišiadorių r. sav.,Žiežmarių k.,95 benzinas,1.789,2026-04-08
Orlen,Kauno r. sav.,Biruliškių k.,95 benzinas,1.699,2026-04-08
Orlen,Kauno r. sav.,"Beržų g. 2N, Ringaudai",95 benzinas,1.799,2026-04-08
Orlen,Kauno m. sav.,"Kalvarijos g. 138, Kaunas",95 benzinas,1.789,2026-04-08
Orlen,Kauno m. sav.,"Pramonės pr. 37, Kaunas",95 benzinas,1.699,2026-04-08
Orlen,Kauno m. sav.,"Varnių g. 50, Kaunas",95 benzinas,1.699,2026-04-08
Orlen,Kauno m. sav.,"Veiverių g. 148 B, Kaunas",95 benzinas,1.699,2026-04-08
Orlen,Klaipėdos m. sav.,"Minijos g. 44, Klaipėda",95 benzinas,1.729,2026-04-08
Orlen,Klaipėdos m. sav.,"Šilutės pl. 26 A, Klaipėda",95 benzinas,1.699,2026-04-08
Orlen,Klaipėdos m. sav.,"Šilutės pl. 94, Klaipėda",95 benzinas,1.729,2026-04-08
Orlen,Klaipėdos r. sav.,"Vilniaus pl. 13, Jakų k.",95 benzinas,1.789,2026-04-08
Orlen,Raseinių r. sav.,Pikelių k. 6,95 benzinas,1.859,2026-04-08
Orlen,Raseinių r. sav.,Pikelių k. 8,95 benzinas,1.859,2026-04-08
Orlen,Marijampolės sav.,Aleksandravo k.,95 benzinas,1.699,2026-04-08
Orlen,Mažeikių r. sav.,"​Skuodo g. 14, Mažeikiai",95 benzinas,1.699,2026-04-08
Orlen,Mažeikių r. sav.,"Žemaitijos g. 42, Mažeikiai",95 benzinas,1.699,2026-04-08
Orlen,Kretingos r. sav.,Vilimiškės k.,95 benzinas,1.799,2026-04-08
Orlen,Panevėžio m. sav.,"Klaipėdos g. 162 D, Panevėžys",95 benzinas,1.759,2026-04-08
Orlen,Panevėžio m. sav.,"Senamiesčio g. 115, Panevėžys",95 benzinas,1.699,2026-04-08
Orlen,Panevėžio r. sav.,"Šiaulių g. 50, Nausodės k.",95 benzinas,1.769,2026-04-08
Orlen,Šiaulių m. sav.,"Serbentų g. 82, Šiauliai",95 benzinas,1.699,2026-04-08
Orlen,Tauragės r. sav.,"Gedimino g. 46, Tauragė",95 benzinas,1.699,2026-04-08
Orlen,Telšių r. sav.,"​Plungės g. 33 D, Telšiai",95 benzinas,1.699,2026-04-08
Orlen,Vilniaus m. sav.,"Juodasis kl. 32, Vilnius",95 benzinas,1.779,2026-04-08
Orlen,Vilniaus m. sav.,"O. ​Milašiaus g. 31, Vilnius",95 benzinas,1.779,2026-04-08
Orlen,Vilniaus m. sav.,"Ukmergės g. 319, Vilnius",95 benzinas,1.739,2026-04-08
Orlen,Vilniaus m. sav.,"Žirmūnų g. 1T, Vilnius",95 benzinas,1.739,2026-04-08
Trevena,Klaipėdos r. sav.,"Kretingos pl. 1, Gargždai",95 benzinas,1.8,2026-04-08
Trevena,Klaipėdos r. sav.,"Klaipėdos g. 39, Gargždai",95 benzinas,1.76,2026-04-08
Trevena,Šilutės r. sav.,"Tilžės g. 21, Saugų k.",95 benzinas,1.77,2026-04-08
Trevena,Klaipėdos r. sav.,"Šv. Kristoforo g. 4, Dituvos k.",95 benzinas,1.82,2026-04-08
Trevena,Rietavo sav.,"Lėgų k. 1, Rietavas",95 benzinas,1.82,2026-04-08
Trevena,Kretingos r. sav.,"Laisvės g. 15, Darbėnai",95 benzinas,1.82,2026-04-08
Trevena,Kretingos r. sav.,"Vilniaus g. 29B, Kretinga",95 benzinas,1.77,2026-04-08
Trevena,Klaipėdos r. sav.,"Veiviržėnų g. 29, Pyktiškės k.",95 benzinas,1.82,2026-04-08
Trevena,Šilutės r. sav.,"Liepų g. 4, Žemaitkiemio k.",95 benzinas,1.87,2026-04-08
Trevena,Rietavo sav.,"Kvėdarnos g. 2, Vatušių k.",95 benzinas,1.82,2026-04-08
Trevena,Klaipėdos m. sav.,"Kretingos g. 28A, Klaipėda",95 benzinas,1.87,2026-04-08
Trevena,Klaipėdos m. sav.,"Minijos g. 152A, Klaipėda",95 benzinas,1.82,2026-04-08
Viada,Alytaus r. sav.,"Daugų k., Neveiglo g. 25",95 benzinas,1.889,2026-04-08
Viada,Alytaus m. sav.,"Alytus, Naujoji g. 27",95 benzinas,1.879,2026-04-08
Viada,Alytaus m. sav.,"Alytus, Ulonų g. 33B",95 benzinas,1.879,2026-04-08
Viada,Anykščių r. sav.,"Anykščiai, A. Vienuolio g. 34",95 benzinas,1.839,2026-04-08
Viada,Anykščių r. sav.,"Anykščiai, Piliakalnio g. 9",95 benzinas,1.839,2026-04-08
Viada,Biržų r. sav.,"Biržai, Parodos g. 2",95 benzinas,1.839,2026-04-08
Viada,Biržų r. sav.,"Biržai, Pasvalio g. 1B",95 benzinas,1.839,2026-04-08
Viada,Elektrėnų sav.,"Elektrėnai, Elektrinės g. 6",95 benzinas,1.889,2026-04-08
Viada,Ignalinos r. sav.,"Ignalina, Turistų g. 28A",95 benzinas,1.889,2026-04-08
Viada,Jonavos r. sav.,"Jonava, Darbininkų g. 4D",95 benzinas,1.869,2026-04-08
Viada,Joniškio r. sav.,"Joniškis, Vilniaus g. 51",95 benzinas,1.889,2026-04-08
Viada,Kaišiadorių r. sav.,"Kaišiadorys, Gedimino g. 135",95 benzinas,1.889,2026-04-08
Viada,Kalvarijos sav.,"Kalvarija, Dariaus ir Girėno g. 81",95 benzinas,1.889,2026-04-08
Viada,Kalvarijos sav.,"Pelucmurgių k., Muitinės g. 35",95 benzinas,1.889,2026-04-08
Viada,Kauno m. sav.,"Kaunas, A. Juozapavičiaus pr. 90",95 benzinas,1.889,2026-04-08
Viada,Kauno m. sav.,"Kaunas, Ateities pl. 105",95 benzinas,1.889,2026-04-08
Viada,Kauno m. sav.,"Kaunas, Ateities pl. 37A",95 benzinas,1.889,2026-04-08
Viada,Kauno m. sav.,"Kaunas, Baltijos g. 90B",95 benzinas,1.889,2026-04-08
Viada,Kauno m. sav.,"Kaunas, Biruliškių g. 18A",95 benzinas,1.889,2026-04-08
Viada,Kauno m. sav.,"Kaunas, Didžioji g. 84",95 benzinas,1.889,2026-04-08
Viada,Kauno m. sav.,"Kaunas, Islandijos pl. 61A",95 benzinas,1.889,2026-04-08
Viada,Kauno m. sav.,"Kaunas, K. Baršausko g. 64",95 benzinas,1.879,2026-04-08
Viada,Kauno m. sav.,"Kaunas, Karaliaus Mindaugo pr. 54",95 benzinas,1.889,2026-04-08
Viada,Kauno m. sav.,"Kaunas, Marijampolės pl. 29",95 benzinas,1.889,2026-04-08
Viada,Kauno m. sav.,"Kaunas, Miežėnų g. 18",95 benzinas,1.889,2026-04-08
Viada,Kauno m. sav.,"Kaunas, P. Lukšio g. 66A",95 benzinas,1.889,2026-04-08
Viada,Kauno m. sav.,"Kaunas, Pramonės pr. 44",95 benzinas,1.869,2026-04-08
Viada,Kauno m. sav.,"Kaunas, Raudondvario pl. 288",95 benzinas,1.889,2026-04-08
Viada,Kauno m. sav.,"Kaunas, Statybininkų g. 3A",95 benzinas,1.889,2026-04-08
Viada,Kauno m. sav.,"Kaunas, T. Masiulio g. 22B",95 benzinas,1.889,2026-04-08
Viada,Kauno m. sav.,"Kaunas, Veiverių g. 117",95 benzinas,1.889,2026-04-08
Viada,Kauno m. sav.,"Kaunas, Veiverių g. 124B",95 benzinas,1.889,2026-04-08
Viada,Kauno r. sav.,"Giraitės k., Automagistralės g. 4",95 benzinas,1.889,2026-04-08
Viada,Kauno r. sav.,"Ilgakiemio k., Prienų g. 22",95 benzinas,1.889,2026-04-08
Viada,Kauno r. sav.,"Kampiškių k., Baltijos g. 41",95 benzinas,1.889,2026-04-08
Viada,Kauno r. sav.,"Kumpių k., Verslo g. 13A",95 benzinas,1.889,2026-04-08
Viada,Kauno r. sav.,Margavos k.,95 benzinas,1.889,2026-04-08
Viada,Kauno r. sav.,"Zapyškis, Vytauto g. 20A",95 benzinas,1.889,2026-04-08
Viada,Kazlų Rūdos sav.,Ąžuolų Būdos k.,95 benzinas,1.889,2026-04-08
Viada,Kėdainių r. sav.,"Dotnuva, Tilto g. 2A",95 benzinas,1.889,2026-04-08
Viada,Kėdainių r. sav.,"Gudžiūnų k., Baisogalos g. 5",95 benzinas,1.889,2026-04-08
Viada,Klaipėdos m. sav.,"Klaipėda, Liepojos g. 242",95 benzinas,1.889,2026-04-08
Viada,Klaipėdos m. sav.,"Klaipėda, Nemuno g. 139",95 benzinas,1.889,2026-04-08
Viada,Klaipėdos m. sav.,"Klaipėda, Priestočio g. 28",95 benzinas,1.889,2026-04-08
Viada,Klaipėdos m. sav.,"Klaipėda, Šilutės pl. 52",95 benzinas,1.889,2026-04-08
Viada,Klaipėdos m. sav.,"Klaipėda, Taikos pr. 70A-1",95 benzinas,1.889,2026-04-08
Viada,Klaipėdos r. sav.,"Gargždai, Vilniaus pl. 65",95 benzinas,1.889,2026-04-08
Viada,Klaipėdos r. sav.,"Kretingalė, Klaipėdos g. 1A",95 benzinas,1.889,2026-04-08
Viada,Klaipėdos r. sav.,"Sudmantų k., Vilniaus pl. 6",95 benzinas,1.889,2026-04-08
Viada,Kretingos r. sav.,"Kretinga, Vytauto g. 163",95 benzinas,1.889,2026-04-08
Viada,Kretingos r. sav.,Kretingsodžio k.,95 benzinas,1.889,2026-04-08
Viada,Kupiškio r. sav.,Kerelių k. 1A,95 benzinas,1.839,2026-04-08
Viada,Kupiškio r. sav.,"Kupiškis, Pergalės g. 15",95 benzinas,1.839,2026-04-08
Viada,Lazdijų r. sav.,"Lazdijai, Turistų g. 32",95 benzinas,1.849,2026-04-08
Viada,Marijampolės sav.,"Marijampolė, Geležinkelio g. 5",95 benzinas,1.889,2026-04-08
Viada,Marijampolės sav.,"Marijampolė, J. Ambrazevičiaus-Brazaičio g. 2",95 benzinas,1.889,2026-04-08
Viada,Mažeikių r. sav.,"Mažeikiai, Montuotojų g. 2A",95 benzinas,1.889,2026-04-08
Viada,Mažeikių r. sav.,"Mažeikiai, Žemaitijos g. 75",95 benzinas,1.889,2026-04-08
Viada,Molėtų r. sav.,"Molėtai, Vilniaus g. 101",95 benzinas,1.889,2026-04-08
Viada,Molėtų r. sav.,"Gojaus k., Utenos g. 16",95 benzinas,1.889,2026-04-08
Viada,Pakruojo r. sav.,"Pakruojis, Vytauto Didžiojo g. 98",95 benzinas,1.869,2026-04-08
Viada,Panevėžio r. sav.,"Krekenava, Tilto g. 35",95 benzinas,1.889,2026-04-08
Viada,Panevėžio r. sav.,"Ramygala, Vienkiemio g. 1B",95 benzinas,1.889,2026-04-08
Viada,Panevėžio r. sav.,"Šilagalio k., Panevėžio aplinkl. 5",95 benzinas,1.859,2026-04-08
Viada,Panevėžio r. sav.,"Tičkūnų k., Tičkūnų g. 31",95 benzinas,1.839,2026-04-08
Viada,Panevėžio m. sav.,"Panevėžys, J. Janonio g. 28A",95 benzinas,1.839,2026-04-08
Viada,Panevėžio m. sav.,"Panevėžys, Navadolio g. 31",95 benzinas,1.839,2026-04-08
Viada,Panevėžio m. sav.,"Panevėžys, Pušaloto g. 193A",95 benzinas,1.839,2026-04-08
Viada,Panevėžio m. sav.,"Panevėžys, Ramygalos g. 155",95 benzinas,1.839,2026-04-08
Viada,Panevėžio m. sav.,"Panevėžys, Ramygalos g. 186G",95 benzinas,1.839,2026-04-08
Viada,Panevėžio m. sav.,"Panevėžys, Senamiesčio g. 116A",95 benzinas,1.839,2026-04-08
Viada,Panevėžio m. sav.,"Panevėžys, Venslaviškio g. 16",95 benzinas,1.839,2026-04-08
Viada,Pasvalio r. sav.,Brazdigalos k. 1,95 benzinas,1.889,2026-04-08
Viada,Pasvalio r. sav.,"Pasvalys, Vilniaus g. 50",95 benzinas,1.889,2026-04-08
Viada,Plungės r. sav.,"Plungė, J. Tumo-Vaižganto g. 102",95 benzinas,1.839,2026-04-08
Viada,Plungės r. sav.,"Plungė, Žaltakalnio g. 10",95 benzinas,1.839,2026-04-08
Viada,Prienų r. sav.,Grigaliūnų k. 11,95 benzinas,1.889,2026-04-08
Viada,Prienų r. sav.,"Mačiūnų k., Kauno pl. 40",95 benzinas,1.889,2026-04-08
Viada,Raseinių r. sav.,Vejukų k. 5,95 benzinas,1.889,2026-04-08
Viada,Rokiškio r. sav.,"Rokiškis, Panevėžio g. 5",95 benzinas,1.889,2026-04-08
Viada,Rokiškio r. sav.,"Rokiškis, Žemaitės g. 2C",95 benzinas,1.889,2026-04-08
Viada,Skuodo r. sav.,"Skuodas, Vilniaus g. 50",95 benzinas,1.869,2026-04-08
Viada,Šalčininkų r. sav.,"Jašiūnai, Lydos g. 13",95 benzinas,1.889,2026-04-08
Viada,Šiaulių m. sav.,"Šiauliai, Dubijos g. 1C",95 benzinas,1.879,2026-04-08
Viada,Šiaulių m. sav.,"Šiauliai, Gegužių g. 26",95 benzinas,1.879,2026-04-08
Viada,Šiaulių m. sav.,"Šiauliai, J. Basanavičiaus g. 122A",95 benzinas,1.879,2026-04-08
Viada,Šiaulių m. sav.,"Šiauliai, Tilžės g. 274",95 benzinas,1.879,2026-04-08
Viada,Šiaulių m. sav.,"Šiauliai, Užmiesčio g. 2",95 benzinas,1.889,2026-04-08
Viada,Šiaulių r. sav.,"Aukštelkės k., Ilgoji g. 1",95 benzinas,1.889,2026-04-08
Viada,Šiaulių r. sav.,"Kuršėnai, Vilniaus g. 38A",95 benzinas,1.889,2026-04-08
Viada,Šiaulių r. sav.,"Kužiai, Draugystės g. 2",95 benzinas,1.889,2026-04-08
Viada,Šilalės r. sav.,Kuodaičių k.,95 benzinas,1.889,2026-04-08
Viada,Šilutės r. sav.,"Šilutė, Tilžės g. 59",95 benzinas,1.869,2026-04-08
Viada,Širvintų r. sav.,"Širvintos, Plento g. 4",95 benzinas,1.869,2026-04-08
Viada,Švenčionių r. sav.,"Švenčionys, Vilniaus g. 50A",95 benzinas,1.889,2026-04-08
Viada,Švenčionių r. sav.,"Kaltanėnai, Utenos g. 1",95 benzinas,1.889,2026-04-08
Viada,Švenčionių r. sav.,"Pabradė, Vilniaus g. 116B",95 benzinas,1.889,2026-04-08
Viada,Švenčionių r. sav.,"Švenčionėliai, Žemutinė g. 51A",95 benzinas,1.889,2026-04-08
Viada,Tauragės r. sav.,"Tauragė, Dariaus ir Girėno g. 138A",95 benzinas,1.889,2026-04-08
Viada,Tauragės r. sav.,"Tauragė, Pramonės g. 1",95 benzinas,1.889,2026-04-08
Viada,Telšių r. sav.,"Telšiai, Pramonės g. 2A",95 benzinas,1.889,2026-04-08
Viada,Trakų r. sav.,"Aukštųjų Semeniukų k., Logistikos g. 9",95 benzinas,1.889,2026-04-08
Viada,Ukmergės r. sav.,"Ukmergė, Žiedo g. 15",95 benzinas,1.889,2026-04-08
Viada,Ukmergės r. sav.,"Dukstynos k., Vytauto g. 131",95 benzinas,1.889,2026-04-08
Viada,Ukmergės r. sav.,"Šventupės k., Beržų g. 13",95 benzinas,1.889,2026-04-08
Viada,Utenos r. sav.,"Utena, Metalo g. 8",95 benzinas,1.879,2026-04-08
Viada,Utenos r. sav.,"Utena, Pramonės g. 23",95 benzinas,1.879,2026-04-08
Viada,Utenos r. sav.,"Gedimino k., Vyturio g. 2",95 benzinas,1.859,2026-04-08
Viada,Varėnos r. sav.,"Valkininkai, Vilniaus g. 6",95 benzinas,1.889,2026-04-08
Viada,Elektrėnų sav.,"Vievis, Kauno g. 26A",95 benzinas,1.889,2026-04-08
Viada,Vilkaviškio r. sav.,"Vilkaviškis, Vytauto g. 105",95 benzinas,1.799,2026-04-08
Viada,Vilniaus r. sav.,"Avižienių k., Ožiarūčių g. 1a",95 benzinas,1.889,2026-04-08
Viada,Vilniaus m. sav.,"Vilnius, Ateities g. 17B",95 benzinas,1.859,2026-04-08
Viada,Vilniaus m. sav.,"Vilnius, Dariaus ir Girėno g. 30A",95 benzinas,1.889,2026-04-08
Viada,Vilniaus m. sav.,"Vilnius, Gariūnų g. 16A",95 benzinas,1.889,2026-04-08
Viada,Vilniaus m. sav.,"Vilnius, Grigiškės, Kovo 11-osios g. 75",95 benzinas,1.889,2026-04-08
Viada,Vilniaus m. sav.,"Vilnius, Justiniškių g. 12",95 benzinas,1.889,2026-04-08
Viada,Vilniaus m. sav.,"Vilnius, Kirtimų g. 29",95 benzinas,1.889,2026-04-08
Viada,Vilniaus m. sav.,"Vilnius, Laisvės pr. 8",95 benzinas,1.889,2026-04-08
Viada,Vilniaus m. sav.,"Vilnius, Liepkalnio g. 128A",95 benzinas,1.889,2026-04-08
Viada,Vilniaus m. sav.,"Vilnius, Naugarduko g. 74",95 benzinas,1.889,2026-04-08
Viada,Vilniaus m. sav.,"Vilnius, Nemenčinės pl. 5",95 benzinas,1.889,2026-04-08
Viada,Vilniaus m. sav.,"Vilnius, Olandų g. 57",95 benzinas,1.889,2026-04-08
